what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1370588385252
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1370588385253
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1370588385254
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1370588385255
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1370588385256
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1370588385258
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1370588385258
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1370588385259
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1370588385260
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1370588385261
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1370588385262
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1370588385263
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1370588385265
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1370588385266
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1370588385267
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1370588385268
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1370588385269
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1370588385271
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1370588385276
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1370588385278
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1370588385279
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1370588385279
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1370588385280
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1370588385283
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1370588385284
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1370588385285
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1370588385287
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1370588385288
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1370588385289
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1370588385291
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1370588385292
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1370588385293
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1370588385294
started,bundle,com.android.ide.eclipse.adt,20.0.2.v201207191942-407447,"com.android.ide.eclipse.adt",1370588385294
started,bundle,com.android.ide.eclipse.base,20.0.2.v201207191942-407447,"com.android.ide.eclipse.base",1370588385295
os,sysinfo,,,"win32",1370588385299
arch,sysinfo,,,"x86",1370588385299
ws,sysinfo,,,"win32",1370588385299
locale,sysinfo,,,"en_US",1370588385299
processors,sysinfo,,,"2",1370588385299
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370588385299
java.runtime.version,sysinfo,,,"1.6.0_13-b03",1370588385299
java.specification.name,sysinfo,,,"Java Platform API Specification",1370588385299
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1370588385299
java.specification.version,sysinfo,,,"1.6",1370588385299
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1370588385299
java.version,sysinfo,,,"1.6.0_13",1370588385299
java.vm.info,sysinfo,,,"mixed mode",1370588385299
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1370588385299
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370588385299
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1370588385299
java.vm.specification.version,sysinfo,,,"1.0",1370588385299
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1370588385299
java.vm.version,sysinfo,,,"11.3-b02",1370588385299
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1370588385303
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1370588389032
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370588420267
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1370588422715
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1370588422805
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1370588422870
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1370588423089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588423522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588425819
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370588428275
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588430937
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370588458280
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1370588462024
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1370588467074
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588469642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588469782
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1370588469859
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1370588474714
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1370588474745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370588474848
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1370588476936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370588477857
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1370588479114
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370588480631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588482730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588521390
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588522215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370588529722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588548700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588549218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588617447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588874513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588878618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370588902388
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588906892
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588917512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588917637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1370588951977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588953271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370588958033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1370588968646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1370588974949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370588976542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370588993124
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370588994281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589002022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589003427
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370589005840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589008327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589009974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589012177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589015134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589045547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589048001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1370589053325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589053774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589144276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589145105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589184874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589192932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589193835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589197422
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370589201629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589203740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589206338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589209151
error,log,,,"Internal Error",1370589210588
error,log,,,"Internal Error",1370589220574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589231929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589233043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589233967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1370589234375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589234853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1370589244213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1370589244354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589246539
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1370589247974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589249068
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370589251595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589253900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589257652
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589258356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589261553
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589291025
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589291128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589295901
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370589297192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589299469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589307186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589310497
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589310574
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589310577
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589311858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589311955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589313704
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589313704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1370589313713
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589314507
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589314508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1370589314526
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589315835
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589315835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1370589315851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589334830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589359234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589360168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589360419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589369543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370589373152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589399661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589408725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1370589417204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589418090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589418735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589432558
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370589434005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589436119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589445088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589447198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589448325
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370589449469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370589476798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589478779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370589479572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370594397097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370594662823
