what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612328823
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1370612329060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612337793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612380294
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1370612383509
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612383599
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612383812
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370612385739
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612385741
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612450133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612450213
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370612450564
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612450815
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612450925
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1370612451074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612470276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612493134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1370612495765
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1370612497228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370612497463
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370612501003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612505592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612511318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612514146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612516694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370612517221
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370612559205
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1370612560434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612560722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612562405
started,bundle,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms",1370612562712
started,bundle,com.android.ide.eclipse.traceview,20.0.2.v201207191942-407447,"com.android.ide.eclipse.traceview",1370612569103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612597225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370612600029
